,coin_name,price,market_cap,volume,supply
935,LumiWaveLWA,$0.02336,"$12,678,223","$4,503,248","542,746,646 LWA"
936,HELLO LabsHELLO,$0.02004,"$12,635,737","$1,111,009","630,523,787 HELLO"
937,zkLinkZKL,$0.09262,"$12,630,797","$5,166,933","136,375,000 ZKL"
938,Jesus CoinJESUS,$0.078326,"$12,608,426","$58,065","151,426,487,242,538 JESUS"
939,NexaNEXA,$0.05215,"$12,606,876","$363,858","5,859,620,000,000 NEXA"
940,WhiteCoinXWC,$0.01649,"$12,604,748","$294,879","764,324,623 XWC"
941,Tornado CashTORN,$2.41,"$12,670,414","$23,135","5,262,345 TORN"
942,PAWPAW,$0.071326,"$12,565,391","$360,785","947,958,529,404,516 PAW"
943,Rangers Protocol GasRPG,$1.35,"$12,530,035","$177,135","9,306,140 RPG"
944,Juventus Fan TokenJUV,$1.61,"$12,506,842","$1,252,838","7,751,423 JUV"
945,SHPINGSHPING,$0.005468,"$12,504,795","$46,065","2,286,791,464 SHPING"
946,HyperGPTHGPT,$0.02134,"$12,453,161","$1,912,625","583,625,238 HGPT"
947,CredefiCREDI,$0.01663,"$12,447,742","$495,300","748,573,880 CREDI"
948,LumerinLMR,$0.02047,"$12,414,600","$132,355","606,615,000 LMR"
949,SpookySwapBOO,$1.32,"$12,394,948","$135,014","9,390,930 BOO"
950,HatomHTM,$0.7403,"$12,339,682","$116,552","16,667,457 HTM"
951,AS Roma Fan TokenASR,$1.88,"$12,292,914","$1,409,694","6,544,036 ASR"
952,Electra ProtocolXEP,$0.0006775,"$12,237,888","$179,213","18,062,748,863 XEP"
953,Veno FinanceVNO,$0.02573,"$12,211,623","$18,270","474,514,554 VNO"
954,TokemakTOKE,$0.7453,"$12,159,303","$60,008","16,314,929 TOKE"
955,Waffles Davincij15's Cat$WAFFLES,$0.01349,"$12,070,097","$655,803","894,466,543 $WAFFLES"
956,XCAD NetworkXCAD,$0.2517,"$12,010,473","$1,934,187","47,726,796 XCAD"
957,KlerosPNK,$0.01528,"$11,868,079","$419,258","776,626,703 PNK"
958,DecubateDCB,$0.03097,"$11,853,893","$951,217","382,813,836 DCB"
959,TROYTROY,$0.001372,"$11,835,120","$1,832,669","8,625,000,000 TROY"
960,NumericoNWC,$0.07829,"$11,774,499","$110,349","150,400,834 NWC"
961,Bitcoin DiamondBCD,$0.06299,"$11,747,608","$8,095","186,492,898 BCD"
962,Ooki ProtocolOOKI,$0.001335,"$11,713,753","$2,640,049","8,777,418,567 OOKI"
963,SperaxSPA,$0.00692,"$11,705,715","$1,184,837","1,691,682,261 SPA"
964,Comtech GoldCGO,$82.98,"$11,699,832","$624,519","141,000 CGO"
965,SolchatCHAT,$1.45,"$11,653,497","$1,549,294","8,043,460 CHAT"
966,r/CryptoCurrency MoonsMOON,$0.1091,"$11,646,170","$22,107","106,776,318 MOON"
967,DimecoinDIME,$0.00002427,"$11,607,383",,"478,333,438,962 DIME"
968,PomeriumPMG,$0.109,"$11,602,547","$704,649","106,412,323 PMG"
969,DeepBrain ChainDBC,$0.002134,"$11,583,565","$188,732","5,428,952,299 DBC"
970,Polaris SharePOLA,$0.02396,"$11,578,740","$609,356","483,180,747 POLA"
971,Chrono.techTIME,$16.28,"$11,561,232","$156,729","710,113 TIME"
972,MADMAD,$0.00001156,"$11,555,460","$1,025,148","999,978,113,474 MAD"
973,Silly DragonSILLY,$0.01154,"$11,539,429","$4,465,145","999,975,726 SILLY"
974,HIHI,$0.000473,"$11,528,707","$273,799","24,374,900,660 HI"
975,GameGPTDUEL,$0.0039,"$11,524,215","$2,325,811","2,954,764,892 DUEL"
976,MESSIERM87,$0.00001294,"$11,450,592","$87,022","884,846,293,944 M87"
977,SuperWalkGRND,$0.09709,"$11,443,521","$623,737","117,859,129 GRND"
978,nubcatNUB,$0.01203,"$11,433,064","$2,880,585","950,000,253 NUB"
979,Step FinanceSTEP,$0.05139,"$11,378,189","$72,357","221,408,395 STEP"
980,MintlayerML,$0.1767,"$11,341,503","$2,200,669","64,198,610 ML"
981,DevveDEVVE,$0.2062,"$11,296,697","$248,093","54,791,063 DEVVE"
982,SukuSUKU,$0.06326,"$11,285,001","$390,126","178,403,407 SUKU"
983,Bitcoin AtomBCA,$0.6117,"$11,266,256",,"18,418,931 BCA"
984,Asterix LabsASTX,"$1,126.15","$11,261,527",$244,"10,000 ASTX"
985,SolaniumSLIM,$0.1126,"$11,258,459","$287,029","100,000,000 SLIM"
986,Dvision NetworkDVI,$0.01432,"$11,247,271","$527,314","785,196,290 DVI"
987,S.S. Lazio Fan TokenLAZIO,$1.30,"$11,215,954","$4,115,535","8,600,000 LAZIO"
988,Castello CoinCAST,$0.05261,"$11,170,480",,"212,328,507 CAST"
989,SlothanaSLOTH,$0.006599,"$11,186,537","$3,350,800","1,695,118,152 SLOTH"
990,Atlas NaviNAVI,$0.1173,"$11,095,461","$101,093","94,600,183 NAVI"
991,PeercoinPPC,$0.38,"$11,075,611","$41,561","29,145,938 PPC"
992,ArianeeARIA20,$0.1023,"$10,985,017",$12,"107,371,813 ARIA20"
993,OAXOAX,$0.1431,"$11,027,221","$900,346","77,034,446 OAX"
994,Quantum Resistant LedgerQRL,$0.1612,"$10,949,290","$509,647","67,937,170 QRL"
995,MetaheroHERO,$0.002135,"$10,877,394","$888,673","5,095,643,290 HERO"
996,BreederDAOBREED,$0.01646,"$10,806,681","$410,266","656,493,789 BREED"
997,Minati CoinMNTC,$1.71,"$10,745,290","$973,634","6,275,000 MNTC"
998,TrustSwapSWAP,$0.1074,"$10,742,941","$808,346","99,995,164 SWAP"
999,BloktopiaBLOK,$0.0006124,"$10,740,056","$266,968","17,536,640,676 BLOK"
